model,sample_pos,test_index,mse,rmse,mae,bias_mean,max_abs_error,relative_l2
UNET,249,2876,1.1857467242659793e-15,3.443467328530909e-08,2.3414170959473734e-08,5.052656497978903e-09,3.4207960197818466e-07,0.09315260096425823
UNET,250,1455,1.0052208751371478e-15,3.1705218421218104e-08,1.9132905372664585e-08,1.0886069239994895e-08,4.389471541799139e-07,0.10389609370058737
UNET,251,2154,3.940506402104454e-14,1.985070880876664e-07,1.6337902723254838e-07,8.509490239132848e-08,7.191140412032837e-07,0.1767834750156352
UNET,252,2833,4.436344112849873e-15,6.660588647296778e-08,5.055670209341472e-08,1.513697063853416e-08,2.7889018383575603e-07,0.13991304120696008
UNET,253,1770,8.715066111807309e-16,2.9521290811560577e-08,1.9756574792605534e-08,-1.1523261873157394e-08,2.580177351774182e-07,0.06695129016887583
UNET,254,2659,3.959274672410424e-15,6.29227675202738e-08,4.817029209162405e-08,2.74202887771124e-08,5.063652679382358e-07,0.07363000280208802
UNET,255,1450,3.908127640203438e-16,1.9768984901110725e-08,1.0795750099519981e-08,-3.6049819543646473e-09,2.3578240870847367e-07,0.059100667364917224
UNET,256,2704,8.768212571542305e-16,2.9611167777617796e-08,1.838516576276413e-08,-1.2522476963179993e-08,2.7685427994583733e-07,0.0700236025742886
UNET,257,321,2.5063836899668292e-15,5.00637962001168e-08,3.714078838600357e-08,1.6118809438534334e-08,3.382988325029146e-07,0.14309082952371682
UNET,258,1809,1.5148603425503761e-15,3.892120684858547e-08,2.696665416339001e-08,-2.102693695731585e-08,3.19543147497825e-07,0.08736318854132727
UNET,259,30,2.6855113695878922e-15,5.1821919779065425e-08,3.5452991885951915e-08,7.682983435917388e-10,3.639020178525243e-07,0.09368513777687797
UNET,260,1437,5.267645957589726e-16,2.2951352808908075e-08,1.405764650035333e-08,6.8185731612551705e-09,3.260661287640687e-07,0.07313744925279106
UNET,261,2807,4.207845083272347e-15,6.486790487808548e-08,4.226981441352259e-08,3.247232358854227e-08,4.026626356790075e-07,0.12345693936806136
UNET,262,463,7.583672945641721e-15,8.708428644503968e-08,6.440916078784503e-08,4.660890783979466e-08,5.301496912579751e-07,0.09759071655766965
UNET,263,1812,7.80935380844262e-15,8.837054830905271e-08,5.955533358940519e-08,4.350013333521409e-08,4.0813097257341724e-07,0.13481249337107207
UNET,264,1127,2.7421052991909087e-15,5.2365115288624246e-08,3.4734377755479276e-08,-1.0628876488480389e-08,3.950390237150714e-07,0.07373807244163791
UNET,265,1435,5.003425419673738e-14,2.2368337934843836e-07,1.7589837560488136e-07,-1.2738752575540855e-07,1.058999941960792e-06,0.14039222674086152
UNET,266,601,1.0711318780602319e-14,1.0349550125779536e-07,8.209118456274841e-08,6.290884511779e-08,5.842834980285261e-07,0.13156108386115514
UNET,267,1366,1.4290383174647446e-15,3.780262315587034e-08,2.6093785359267737e-08,9.214475786502167e-10,2.978790689667221e-07,0.08007960417031143
UNET,268,298,8.459951477462099e-15,9.197799452837673e-08,6.555774129809363e-08,4.5204121997988626e-08,3.467213218755205e-07,0.176335033665517
UNET,269,676,2.174281790167145e-15,4.662919461203619e-08,2.8600931800812004e-08,1.5599902641576797e-08,4.0176655602408573e-07,0.11096809981021542
UNET,270,1902,4.4366265581908874e-15,6.660800671233817e-08,5.0469659495483564e-08,2.2540784348551544e-08,2.812926140904892e-07,0.1438543384025581
UNET,271,2430,1.990200307536458e-14,1.4107445933039963e-07,1.0295441217213992e-07,-4.339473355812021e-09,7.017856660240795e-07,0.1629752202269969
UNET,272,2527,1.2583457400978858e-15,3.54731692987515e-08,2.1029555656597452e-08,1.3523564022506242e-08,3.5945504350820556e-07,0.1032424755306112
UNET,273,73,2.281195462881945e-15,4.776186201229957e-08,3.4571442273989087e-08,1.610124302101007e-08,2.7272426450508647e-07,0.09359047422599928
UNET,274,869,1.8373641418525858e-15,4.2864485787800904e-08,3.03235821203185e-08,1.7676341929579668e-08,3.857931005768478e-07,0.13486141000873073
UNET,275,1675,1.4517503892144992e-15,3.810184233359982e-08,2.5497883145976404e-08,9.089245668970834e-09,2.2979384084464982e-07,0.07815520382289434
UNET,276,1950,1.1835893481986883e-14,1.08792892607867e-07,6.730081958137596e-08,1.0013257657302182e-08,1.0178089269174961e-06,0.14601250862584703
UNET,277,2196,1.053128626379551e-15,3.24519433374883e-08,1.9512765079831765e-08,9.358941279663484e-09,1.977446117962245e-07,0.09747401870801252
UNET,278,990,9.968565185146694e-16,3.15730346738268e-08,1.6218997821779405e-08,1.3654109167922521e-08,4.2185911297565326e-07,0.09293939712186287
UNET,279,408,1.042318287564651e-14,1.0209399039927135e-07,7.862077584826779e-08,4.4230446420743e-08,3.3246396924369037e-07,0.16414584161968476
UNET,280,964,3.772143039018965e-15,6.141777461793096e-08,4.0807033429609986e-08,8.79023909357559e-09,3.5220227800891735e-07,0.09768950094936625
UNET,281,332,1.0025103698171065e-15,3.1662444154188516e-08,1.873419667905683e-08,-1.647092919532271e-09,2.9251941668917425e-07,0.06671423238304287
UNET,282,1736,2.722181799462037e-15,5.21745320962444e-08,3.9552721476072695e-08,9.460428071163575e-09,2.560595930845011e-07,0.12395262877829784
UNET,283,2223,3.963197675889839e-15,6.295393296601761e-08,4.8275448540241986e-08,2.3502470457377706e-08,3.2488924261997454e-07,0.09699047530984359
UNET,284,1423,1.1663804284136825e-15,3.4152312197180476e-08,2.1066904004808012e-08,5.759901833515888e-10,4.0706436266191304e-07,0.09696538686301516
UNET,285,565,2.1321530561592828e-15,4.6175242892260813e-08,2.824563884816883e-08,-3.816907138492046e-09,2.7162968763150275e-07,0.09953451837513368
UNET,286,879,7.926823787463111e-16,2.815461558512762e-08,1.7687413859103555e-08,-1.1523162477071838e-08,3.1363151720142923e-07,0.0743619279459428
UNET,287,1590,2.8629830058913537e-15,5.350685008381033e-08,2.7930904284347392e-08,-8.00635943399078e-09,1.0193143680226058e-06,0.08993327134238416
UNET,288,1525,4.765999371082558e-15,6.903621782139109e-08,3.801320045612404e-08,-2.6158778061353797e-08,3.763776703635813e-07,0.16025206114659463
UNET,289,1596,3.3572156065919234e-15,5.7941484331969984e-08,3.5384328776311685e-08,1.3377919140607562e-09,3.862376161123393e-07,0.12826983722586138
UNET,290,368,4.2201909888983844e-15,6.496299707447606e-08,4.94394434496784e-08,2.812882492036768e-08,3.3688320399960503e-07,0.1575047294226085
UNET,291,1674,1.6621183198268432e-15,4.076908534449655e-08,1.5999056273524807e-08,9.902090437341901e-09,5.2595851229853e-07,0.1063032175499073
UNET,292,2670,2.829707196611637e-16,1.682173355100965e-08,9.535337387479783e-09,-3.5293909546002e-09,3.051495696126949e-07,0.047398322540921634
UNET,293,1656,1.0868489522071485e-15,3.296739225670039e-08,1.2054276108290304e-08,-7.733584961582993e-09,3.3145397537737153e-07,0.08637086026882337
UNET,294,962,5.780801551970416e-15,7.603158259546105e-08,5.627954707698081e-08,4.092937990563849e-08,3.205182679266727e-07,0.1636751436547146
UNET,295,1609,1.5529301001155505e-15,3.9407234108924095e-08,2.4584628829800236e-08,-2.170263707231747e-08,3.002737116730714e-07,0.0815288679442971
UNET,296,239,9.51485391505722e-15,9.754411266220643e-08,6.68419734309812e-08,3.5407719131695295e-08,4.491522531679948e-07,0.18390668380411695
UNET,297,2623,3.658481793343234e-15,6.048538495655983e-08,4.4425709648493666e-08,1.1290697208112224e-08,3.369582373125013e-07,0.11331030553164531
UNET,298,1271,6.244010854795593e-15,7.90190537452556e-08,5.7217790585091e-08,2.4605042672005776e-08,3.2491834645043127e-07,0.13486479174588178
